x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.13,2010-01-15 13:00:00,NS,2010,1,15,13,2.5,,-0.5,,,,,,81,,99.34,,24.1,,,,23,,28,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.14,2010-01-15 14:00:00,NS,2010,1,15,14,2.3,,-0.1,,,,,,84,,99.28,,16.1,,,,23,,24,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.15,2010-01-15 15:00:00,NS,2010,1,15,15,2.3,,0.4,,,,,,87,,99.24,,16.1,,,,23,,19,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.16,2010-01-15 16:00:00,NS,2010,1,15,16,2.2,,0.7,,,,,,90,,99.24,,8,,,,23,,17,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.17,2010-01-15 17:00:00,NS,2010,1,15,17,2.0,,1.1,,,,,,94,,99.22,,4.8,,,,25,,15,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.18,2010-01-15 18:00:00,NS,2010,1,15,18,2.1,,1.3,,,,,,94,,99.2,,4.8,,,,26,,13,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.19,2010-01-15 19:00:00,NS,2010,1,15,19,2.0,,1.2,,,,,,94,,99.21,,4.8,,,,27,,13,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.20,2010-01-15 20:00:00,NS,2010,1,15,20,1.7,,0.5,,,,,,92,,99.23,,16.1,,,,27,,9,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.21,2010-01-15 21:00:00,NS,2010,1,15,21,1.4,,-0.6,,,,,,87,,99.25,,24.1,,,,28,,15,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.22,2010-01-15 22:00:00,NS,2010,1,15,22,1.0,,-0.9,,,,,,87,,99.26,,24.1,,,,28,,13,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.15.23,2010-01-15 23:00:00,NS,2010,1,15,23,0.3,,-1.4,,,,,,88,,99.29,,24.1,,,,27,,11,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.0,2010-01-16 00:00:00,NS,2010,1,16,0,0.7,,-1.6,,,,,,85,,99.27,,24.1,,,,27,,11,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.1,2010-01-16 01:00:00,NS,2010,1,16,1,0.8,,-2.1,,,,,,81,,99.27,,24.1,,,,27,,13,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.2,2010-01-16 02:00:00,NS,2010,1,16,2,0.9,,-2.3,,,,,,79,,99.35,,24.1,,,,27,,9,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.3,2010-01-16 03:00:00,NS,2010,1,16,3,0.3,,-2.8,,,,,,80,,99.41,,24.1,,,,29,,13,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.4,2010-01-16 04:00:00,NS,2010,1,16,4,-0.7,,-3.5,,,,,,81,,99.38,,24.1,,-5,,29,,13,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.5,2010-01-16 05:00:00,NS,2010,1,16,5,-0.9,,-3.8,,,,,,81,,99.41,,24.1,,-6,,29,,15,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.6,2010-01-16 06:00:00,NS,2010,1,16,6,-1.4,,-3.9,,,,,,83,,99.46,,24.1,,-5,,27,,9,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.7,2010-01-16 07:00:00,NS,2010,1,16,7,-2.2,,-4.1,,,,,,87,,99.42,,24.1,,-7,,25,,13,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.8,2010-01-16 08:00:00,NS,2010,1,16,8,-2.0,,-4.3,,,,,,84,,99.44,,24.1,,-5,,27,,9,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.9,2010-01-16 09:00:00,NS,2010,1,16,9,-1.3,,-4.2,,,,,,81,,99.48,,24.1,,-4,,25,,6,
-63.50001388888889,44.88001666666667,HALIFAX STANFIELD INT'L A,8202250,8202250.2010.1.16.10,2010-01-16 10:00:00,NS,2010,1,16,10,0.3,,-3.7,,,,,,74,,99.49,,24.1,,,,22,,17,
