x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.6,2018-01-10 06:00:00,NS,2018,1,10,6,-8.5,,-11.5,,,,,,79,,100.21,,24.1,,-17,,31,,28,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.7,2018-01-10 07:00:00,NS,2018,1,10,7,-8.7,,-11.7,,,,,,79,,100.33,,24.1,,-17,,30,,25,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.8,2018-01-10 08:00:00,NS,2018,1,10,8,-8.6,,-12.0,,,,,,76,,100.41,,24.1,,-17,,31,,23,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.9,2018-01-10 09:00:00,NS,2018,1,10,9,-7.3,,-11.8,,,,,,71,,100.48,,24.1,,-15,,31,,24,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.10,2018-01-10 10:00:00,NS,2018,1,10,10,-6.1,,-10.8,,,,,,70,,100.57,,24.1,,-14,,31,,28,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.11,2018-01-10 11:00:00,NS,2018,1,10,11,-4.7,,-11.2,,,,,,61,,100.63,,24.1,,-13,,30,,36,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.12,2018-01-10 12:00:00,NS,2018,1,10,12,-4.1,,-10.4,,,,,,62,,100.61,,24.1,,-12,,32,,36,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.13,2018-01-10 13:00:00,NS,2018,1,10,13,-3.6,,-11.1,,,,,,56,,100.65,,24.1,,-12,,30,,38,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.14,2018-01-10 14:00:00,NS,2018,1,10,14,-3.0,,-10.8,,,,,,55,,100.65,,24.1,,-11,,31,,31,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.15,2018-01-10 15:00:00,NS,2018,1,10,15,-2.9,,-11.5,,,,,,52,,100.74,,24.1,,-11,,30,,40,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.16,2018-01-10 16:00:00,NS,2018,1,10,16,-2.8,,-10.8,,,,,,54,,100.91,,24.1,,-9,,29,,19,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.17,2018-01-10 17:00:00,NS,2018,1,10,17,-3.4,,-10.5,,,,,,58,,100.99,,24.1,,-9,,31,,18,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.18,2018-01-10 18:00:00,NS,2018,1,10,18,-3.9,,-10.2,,,,,,62,,101.03,,24.1,,-9,,30,,16,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.19,2018-01-10 19:00:00,NS,2018,1,10,19,-4.0,,-9.7,,,,,,65,,101.08,,24.1,,-10,,29,,21,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.20,2018-01-10 20:00:00,NS,2018,1,10,20,-5.3,,-9.5,,,,,,72,,101.17,,24.1,,-10,,26,,12,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.21,2018-01-10 21:00:00,NS,2018,1,10,21,-4.6,,-9.1,,,,,,71,,101.18,,24.1,,-9,,28,,12,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.22,2018-01-10 22:00:00,NS,2018,1,10,22,-4.9,,-9.0,,,,,,73,,101.18,,24.1,,-7,,26,,5,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.10.23,2018-01-10 23:00:00,NS,2018,1,10,23,-4.8,,-9.1,,,,,,72,,101.19,,24.1,,-9,,26,,10,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202251,8202251.2018.1.11.0,2018-01-11 00:00:00,NS,2018,1,11,0,-5.6,,-8.0,,,,,,83,,101.21,,24.1,,-12,,21,,17,
