Lag,Hour,Test,Validation,val_y_shape,,test_y_shape,,val_y_shape,
66,3,0.974,0.972,(75721, 24),(75721, 1),(180, 1)
74,3,0.974,0.972,(75717, 24),(75717, 1),(180, 1)
75,3,0.973,0.972,(75717, 24),(75717, 1),(180, 1)
82,3,0.974,0.972,(75713, 24),(75713, 1),(180, 1)
90,3,0.974,0.972,(75709, 24),(75709, 1),(180, 1)
94,3,0.974,0.972,(75707, 24),(75707, 1),(180, 1)
97,3,0.974,0.972,(75706, 24),(75706, 1),(180, 1)
104,3,0.974,0.972,(75702, 24),(75702, 1),(180, 1)
105,3,0.974,0.972,(75702, 24),(75702, 1),(180, 1)
112,3,0.974,0.972,(75698, 24),(75698, 1),(180, 1)
114,3,0.974,0.972,(75697, 24),(75697, 1),(180, 1)
115,3,0.974,0.972,(75697, 24),(75697, 1),(180, 1)
117,3,0.974,0.972,(75696, 24),(75696, 1),(180, 1)
122,3,0.974,0.972,(75693, 24),(75693, 1),(180, 1)
13,3,0.974,0.971,(75748, 24),(75748, 1),(180, 1)
14,3,0.974,0.971,(75747, 24),(75747, 1),(180, 1)
16,3,0.974,0.971,(75746, 24),(75746, 1),(180, 1)
36,3,0.973,0.971,(75736, 24),(75736, 1),(180, 1)
44,3,0.973,0.971,(75732, 24),(75732, 1),(180, 1)
71,3,0.973,0.971,(75719, 24),(75719, 1),(180, 1)
84,3,0.973,0.971,(75712, 24),(75712, 1),(180, 1)
88,3,0.973,0.971,(75710, 24),(75710, 1),(180, 1)
95,3,0.972,0.971,(75707, 24),(75707, 1),(180, 1)
98,3,0.973,0.971,(75705, 24),(75705, 1),(180, 1)
106,3,0.973,0.971,(75701, 24),(75701, 1),(180, 1)
108,3,0.973,0.971,(75700, 24),(75700, 1),(180, 1)
111,3,0.973,0.971,(75699, 24),(75699, 1),(180, 1)
113,3,0.973,0.971,(75698, 24),(75698, 1),(180, 1)
120,3,0.973,0.971,(75694, 24),(75694, 1),(180, 1)
121,3,0.973,0.971,(75694, 24),(75694, 1),(180, 1)
124,3,0.973,0.971,(75692, 24),(75692, 1),(180, 1)
125,3,0.972,0.971,(75692, 24),(75692, 1),(180, 1)
141,3,0.973,0.971,(75684, 24),(75684, 1),(180, 1)
145,3,0.973,0.971,(75682, 24),(75682, 1),(180, 1)
87,3,0.972,0.97,(75711, 24),(75711, 1),(180, 1)
102,3,0.972,0.97,(75703, 24),(75703, 1),(180, 1)
110,3,0.973,0.97,(75699, 24),(75699, 1),(180, 1)
116,3,0.972,0.97,(75696, 24),(75696, 1),(180, 1)
118,3,0.972,0.97,(75695, 24),(75695, 1),(180, 1)
119,3,0.972,0.97,(75695, 24),(75695, 1),(180, 1)
123,3,0.972,0.97,(75693, 24),(75693, 1),(180, 1)
126,3,0.972,0.97,(75691, 24),(75691, 1),(180, 1)
128,3,0.972,0.97,(75690, 24),(75690, 1),(180, 1)
129,3,0.972,0.97,(75690, 24),(75690, 1),(180, 1)
130,3,0.972,0.97,(75689, 24),(75689, 1),(180, 1)
131,3,0.972,0.97,(75689, 24),(75689, 1),(180, 1)
132,3,0.972,0.97,(75688, 24),(75688, 1),(180, 1)
134,3,0.972,0.97,(75687, 24),(75687, 1),(180, 1)
136,3,0.972,0.97,(75686, 24),(75686, 1),(180, 1)
137,3,0.972,0.97,(75686, 24),(75686, 1),(180, 1)
138,3,0.971,0.97,(75685, 24),(75685, 1),(180, 1)
142,3,0.972,0.97,(75683, 24),(75683, 1),(180, 1)
154,3,0.971,0.97,(75677, 24),(75677, 1),(180, 1)
166,3,0.971,0.97,(75671, 24),(75671, 1),(180, 1)
9,3,0.973,0.969,(75750, 24),(75750, 1),(180, 1)
96,3,0.971,0.969,(75706, 24),(75706, 1),(180, 1)
135,3,0.971,0.969,(75687, 24),(75687, 1),(180, 1)
140,3,0.971,0.969,(75684, 24),(75684, 1),(180, 1)
143,3,0.971,0.969,(75683, 24),(75683, 1),(180, 1)
144,3,0.97,0.969,(75682, 24),(75682, 1),(180, 1)
146,3,0.971,0.969,(75681, 24),(75681, 1),(180, 1)
148,3,0.971,0.969,(75680, 24),(75680, 1),(180, 1)
150,3,0.971,0.969,(75679, 24),(75679, 1),(180, 1)
152,3,0.971,0.969,(75678, 24),(75678, 1),(180, 1)
178,3,0.972,0.969,(75665, 24),(75665, 1),(180, 1)
133,3,0.97,0.968,(75688, 24),(75688, 1),(180, 1)
156,3,0.969,0.968,(75676, 24),(75676, 1),(180, 1)
158,3,0.97,0.968,(75675, 24),(75675, 1),(180, 1)
160,3,0.97,0.968,(75674, 24),(75674, 1),(180, 1)
164,3,0.97,0.968,(75672, 24),(75672, 1),(180, 1)
168,3,0.97,0.968,(75670, 24),(75670, 1),(180, 1)
170,3,0.97,0.968,(75669, 24),(75669, 1),(180, 1)
172,3,0.97,0.968,(75668, 24),(75668, 1),(180, 1)
176,3,0.97,0.968,(75666, 24),(75666, 1),(180, 1)
180,3,0.97,0.968,(75664, 24),(75664, 1),(180, 1)
186,3,0.97,0.968,(75661, 24),(75661, 1),(180, 1)
194,3,0.97,0.968,(75657, 24),(75657, 1),(180, 1)
196,3,0.97,0.968,(75656, 24),(75656, 1),(180, 1)
1,2,0.971,0.967,(75754, 24),(75754, 1),(180, 1)
7,3,0.97,0.967,(75751, 24),(75751, 1),(180, 1)
10,3,0.97,0.967,(75749, 24),(75749, 1),(180, 1)
11,3,0.971,0.967,(75749, 24),(75749, 1),(180, 1)
162,3,0.969,0.967,(75673, 24),(75673, 1),(180, 1)
190,3,0.969,0.967,(75659, 24),(75659, 1),(180, 1)
192,3,0.969,0.967,(75658, 24),(75658, 1),(180, 1)
6,3,0.97,0.966,(75751, 24),(75751, 1),(180, 1)
12,3,0.969,0.966,(75748, 24),(75748, 1),(180, 1)
40,4,0.968,0.966,(75734, 24),(75734, 1),(180, 1)
58,4,0.968,0.966,(75725, 24),(75725, 1),(180, 1)
174,3,0.969,0.966,(75667, 24),(75667, 1),(180, 1)
182,3,0.969,0.966,(75663, 24),(75663, 1),(180, 1)
188,3,0.969,0.966,(75660, 24),(75660, 1),(180, 1)
198,3,0.968,0.966,(75655, 24),(75655, 1),(180, 1)
8,3,0.968,0.965,(75750, 24),(75750, 1),(180, 1)
27,4,0.967,0.965,(75741, 24),(75741, 1),(180, 1)
28,4,0.967,0.965,(75740, 24),(75740, 1),(180, 1)
32,4,0.967,0.965,(75738, 24),(75738, 1),(180, 1)
38,4,0.967,0.965,(75735, 24),(75735, 1),(180, 1)
39,4,0.968,0.965,(75735, 24),(75735, 1),(180, 1)
43,4,0.967,0.965,(75733, 24),(75733, 1),(180, 1)
45,4,0.968,0.965,(75732, 24),(75732, 1),(180, 1)
47,4,0.967,0.965,(75731, 24),(75731, 1),(180, 1)
48,4,0.967,0.965,(75730, 24),(75730, 1),(180, 1)
50,4,0.968,0.965,(75729, 24),(75729, 1),(180, 1)
54,4,0.968,0.965,(75727, 24),(75727, 1),(180, 1)
55,4,0.967,0.965,(75727, 24),(75727, 1),(180, 1)
61,4,0.967,0.965,(75724, 24),(75724, 1),(180, 1)
65,4,0.967,0.965,(75722, 24),(75722, 1),(180, 1)
72,4,0.967,0.965,(75718, 24),(75718, 1),(180, 1)
73,4,0.967,0.965,(75718, 24),(75718, 1),(180, 1)
77,4,0.967,0.965,(75716, 24),(75716, 1),(180, 1)
80,4,0.967,0.965,(75714, 24),(75714, 1),(180, 1)
89,4,0.967,0.965,(75710, 24),(75710, 1),(180, 1)
184,3,0.968,0.965,(75662, 24),(75662, 1),(180, 1)
5,3,0.968,0.964,(75752, 24),(75752, 1),(180, 1)
29,4,0.967,0.964,(75740, 24),(75740, 1),(180, 1)
31,4,0.966,0.964,(75739, 24),(75739, 1),(180, 1)
33,4,0.966,0.964,(75738, 24),(75738, 1),(180, 1)
34,4,0.967,0.964,(75737, 24),(75737, 1),(180, 1)
41,4,0.967,0.964,(75734, 24),(75734, 1),(180, 1)
42,4,0.966,0.964,(75733, 24),(75733, 1),(180, 1)
49,4,0.966,0.964,(75730, 24),(75730, 1),(180, 1)
51,4,0.967,0.964,(75729, 24),(75729, 1),(180, 1)
52,4,0.966,0.964,(75728, 24),(75728, 1),(180, 1)
57,4,0.966,0.964,(75726, 24),(75726, 1),(180, 1)
59,4,0.966,0.964,(75725, 24),(75725, 1),(180, 1)
63,4,0.967,0.964,(75723, 24),(75723, 1),(180, 1)
64,4,0.967,0.964,(75722, 24),(75722, 1),(180, 1)
68,4,0.966,0.964,(75720, 24),(75720, 1),(180, 1)
70,4,0.966,0.964,(75719, 24),(75719, 1),(180, 1)
78,4,0.966,0.964,(75715, 24),(75715, 1),(180, 1)
83,4,0.966,0.964,(75713, 24),(75713, 1),(180, 1)
85,4,0.966,0.964,(75712, 24),(75712, 1),(180, 1)
86,4,0.966,0.964,(75711, 24),(75711, 1),(180, 1)
92,4,0.966,0.964,(75708, 24),(75708, 1),(180, 1)
93,4,0.966,0.964,(75708, 24),(75708, 1),(180, 1)
96,4,0.965,0.964,(75706, 24),(75706, 1),(180, 1)
99,4,0.966,0.964,(75705, 24),(75705, 1),(180, 1)
101,4,0.966,0.964,(75704, 24),(75704, 1),(180, 1)
107,4,0.966,0.964,(75701, 24),(75701, 1),(180, 1)
200,3,0.968,0.964,(75654, 24),(75654, 1),(180, 1)
19,4,0.966,0.963,(75745, 24),(75745, 1),(180, 1)
20,4,0.965,0.963,(75744, 24),(75744, 1),(180, 1)
21,4,0.966,0.963,(75744, 24),(75744, 1),(180, 1)
23,4,0.965,0.963,(75743, 24),(75743, 1),(180, 1)
24,4,0.965,0.963,(75742, 24),(75742, 1),(180, 1)
25,4,0.966,0.963,(75742, 24),(75742, 1),(180, 1)
26,4,0.965,0.963,(75741, 24),(75741, 1),(180, 1)
37,4,0.965,0.963,(75736, 24),(75736, 1),(180, 1)
46,4,0.965,0.963,(75731, 24),(75731, 1),(180, 1)
53,4,0.965,0.963,(75728, 24),(75728, 1),(180, 1)
56,4,0.965,0.963,(75726, 24),(75726, 1),(180, 1)
60,4,0.965,0.963,(75724, 24),(75724, 1),(180, 1)
62,4,0.965,0.963,(75723, 24),(75723, 1),(180, 1)
67,4,0.966,0.963,(75721, 24),(75721, 1),(180, 1)
69,4,0.965,0.963,(75720, 24),(75720, 1),(180, 1)
74,4,0.965,0.963,(75717, 24),(75717, 1),(180, 1)
76,4,0.965,0.963,(75716, 24),(75716, 1),(180, 1)
79,4,0.965,0.963,(75715, 24),(75715, 1),(180, 1)
81,4,0.965,0.963,(75714, 24),(75714, 1),(180, 1)
90,4,0.965,0.963,(75709, 24),(75709, 1),(180, 1)
91,4,0.965,0.963,(75709, 24),(75709, 1),(180, 1)
94,4,0.965,0.963,(75707, 24),(75707, 1),(180, 1)
100,4,0.965,0.963,(75704, 24),(75704, 1),(180, 1)
103,4,0.965,0.963,(75703, 24),(75703, 1),(180, 1)
105,4,0.965,0.963,(75702, 24),(75702, 1),(180, 1)
109,4,0.965,0.963,(75700, 24),(75700, 1),(180, 1)
122,4,0.965,0.963,(75693, 24),(75693, 1),(180, 1)
4,3,0.966,0.962,(75752, 24),(75752, 1),(180, 1)
75,4,0.963,0.962,(75717, 24),(75717, 1),(180, 1)
82,4,0.965,0.962,(75713, 24),(75713, 1),(180, 1)
97,4,0.964,0.962,(75706, 24),(75706, 1),(180, 1)
104,4,0.964,0.962,(75702, 24),(75702, 1),(180, 1)
112,4,0.964,0.962,(75698, 24),(75698, 1),(180, 1)
113,4,0.964,0.962,(75698, 24),(75698, 1),(180, 1)
114,4,0.964,0.962,(75697, 24),(75697, 1),(180, 1)
115,4,0.964,0.962,(75697, 24),(75697, 1),(180, 1)
117,4,0.964,0.962,(75696, 24),(75696, 1),(180, 1)
141,4,0.964,0.962,(75684, 24),(75684, 1),(180, 1)
17,4,0.964,0.961,(75746, 24),(75746, 1),(180, 1)
18,4,0.964,0.961,(75745, 24),(75745, 1),(180, 1)
22,4,0.964,0.961,(75743, 24),(75743, 1),(180, 1)
30,4,0.963,0.961,(75739, 24),(75739, 1),(180, 1)
35,4,0.963,0.961,(75737, 24),(75737, 1),(180, 1)
44,4,0.964,0.961,(75732, 24),(75732, 1),(180, 1)
66,4,0.964,0.961,(75721, 24),(75721, 1),(180, 1)
71,4,0.963,0.961,(75719, 24),(75719, 1),(180, 1)
84,4,0.963,0.961,(75712, 24),(75712, 1),(180, 1)
88,4,0.963,0.961,(75710, 24),(75710, 1),(180, 1)
98,4,0.963,0.961,(75705, 24),(75705, 1),(180, 1)
106,4,0.963,0.961,(75701, 24),(75701, 1),(180, 1)
108,4,0.963,0.961,(75700, 24),(75700, 1),(180, 1)
111,4,0.963,0.961,(75699, 24),(75699, 1),(180, 1)
119,4,0.962,0.961,(75695, 24),(75695, 1),(180, 1)
120,4,0.964,0.961,(75694, 24),(75694, 1),(180, 1)
121,4,0.963,0.961,(75694, 24),(75694, 1),(180, 1)
125,4,0.963,0.961,(75692, 24),(75692, 1),(180, 1)
145,4,0.963,0.961,(75682, 24),(75682, 1),(180, 1)
15,4,0.963,0.96,(75747, 24),(75747, 1),(180, 1)
87,4,0.963,0.96,(75711, 24),(75711, 1),(180, 1)
95,4,0.962,0.96,(75707, 24),(75707, 1),(180, 1)
110,4,0.962,0.96,(75699, 24),(75699, 1),(180, 1)
116,4,0.963,0.96,(75696, 24),(75696, 1),(180, 1)
118,4,0.962,0.96,(75695, 24),(75695, 1),(180, 1)
123,4,0.962,0.96,(75693, 24),(75693, 1),(180, 1)
124,4,0.963,0.96,(75692, 24),(75692, 1),(180, 1)
126,4,0.962,0.96,(75691, 24),(75691, 1),(180, 1)
128,4,0.963,0.96,(75690, 24),(75690, 1),(180, 1)
129,4,0.962,0.96,(75690, 24),(75690, 1),(180, 1)
131,4,0.962,0.96,(75689, 24),(75689, 1),(180, 1)
132,4,0.962,0.96,(75688, 24),(75688, 1),(180, 1)
136,4,0.962,0.96,(75686, 24),(75686, 1),(180, 1)
137,4,0.962,0.96,(75686, 24),(75686, 1),(180, 1)
138,4,0.962,0.96,(75685, 24),(75685, 1),(180, 1)
146,4,0.962,0.96,(75681, 24),(75681, 1),(180, 1)
154,4,0.962,0.96,(75677, 24),(75677, 1),(180, 1)
178,4,0.962,0.96,(75665, 24),(75665, 1),(180, 1)
2,3,0.964,0.959,(75753, 24),(75753, 1),(180, 1)
3,3,0.963,0.959,(75753, 24),(75753, 1),(180, 1)
16,4,0.962,0.959,(75746, 24),(75746, 1),(180, 1)
36,4,0.962,0.959,(75736, 24),(75736, 1),(180, 1)
102,4,0.962,0.959,(75703, 24),(75703, 1),(180, 1)
130,4,0.961,0.959,(75689, 24),(75689, 1),(180, 1)
134,4,0.962,0.959,(75687, 24),(75687, 1),(180, 1)
135,4,0.961,0.959,(75687, 24),(75687, 1),(180, 1)
140,4,0.961,0.959,(75684, 24),(75684, 1),(180, 1)
142,4,0.962,0.959,(75683, 24),(75683, 1),(180, 1)
143,4,0.961,0.959,(75683, 24),(75683, 1),(180, 1)
150,4,0.961,0.959,(75679, 24),(75679, 1),(180, 1)
152,4,0.96,0.959,(75678, 24),(75678, 1),(180, 1)
166,4,0.961,0.959,(75671, 24),(75671, 1),(180, 1)
180,4,0.961,0.959,(75664, 24),(75664, 1),(180, 1)
196,4,0.961,0.959,(75656, 24),(75656, 1),(180, 1)
96,4,0.96,0.958,(75706, 24),(75706, 1),(180, 1)
133,4,0.96,0.958,(75688, 24),(75688, 1),(180, 1)
144,4,0.96,0.958,(75682, 24),(75682, 1),(180, 1)
148,4,0.96,0.958,(75680, 24),(75680, 1),(180, 1)
156,4,0.96,0.958,(75676, 24),(75676, 1),(180, 1)
158,4,0.961,0.958,(75675, 24),(75675, 1),(180, 1)
164,4,0.96,0.958,(75672, 24),(75672, 1),(180, 1)
168,4,0.96,0.958,(75670, 24),(75670, 1),(180, 1)
186,4,0.96,0.958,(75661, 24),(75661, 1),(180, 1)
13,4,0.961,0.957,(75748, 24),(75748, 1),(180, 1)
14,4,0.962,0.957,(75747, 24),(75747, 1),(180, 1)
58,5,0.959,0.957,(75725, 24),(75725, 1),(180, 1)
160,4,0.96,0.957,(75674, 24),(75674, 1),(180, 1)
170,4,0.96,0.957,(75669, 24),(75669, 1),(180, 1)
172,4,0.959,0.957,(75668, 24),(75668, 1),(180, 1)
176,4,0.96,0.957,(75666, 24),(75666, 1),(180, 1)
192,4,0.959,0.957,(75658, 24),(75658, 1),(180, 1)
194,4,0.96,0.957,(75657, 24),(75657, 1),(180, 1)
38,5,0.958,0.956,(75735, 24),(75735, 1),(180, 1)
39,5,0.959,0.956,(75735, 24),(75735, 1),(180, 1)
40,5,0.958,0.956,(75734, 24),(75734, 1),(180, 1)
43,5,0.958,0.956,(75733, 24),(75733, 1),(180, 1)
45,5,0.958,0.956,(75732, 24),(75732, 1),(180, 1)
48,5,0.958,0.956,(75730, 24),(75730, 1),(180, 1)
50,5,0.958,0.956,(75729, 24),(75729, 1),(180, 1)
65,5,0.958,0.956,(75722, 24),(75722, 1),(180, 1)
72,5,0.957,0.956,(75718, 24),(75718, 1),(180, 1)
73,5,0.958,0.956,(75718, 24),(75718, 1),(180, 1)
77,5,0.957,0.956,(75716, 24),(75716, 1),(180, 1)
80,5,0.957,0.956,(75714, 24),(75714, 1),(180, 1)
89,5,0.958,0.956,(75710, 24),(75710, 1),(180, 1)
162,4,0.959,0.956,(75673, 24),(75673, 1),(180, 1)
174,4,0.958,0.956,(75667, 24),(75667, 1),(180, 1)
182,4,0.959,0.956,(75663, 24),(75663, 1),(180, 1)
190,4,0.958,0.956,(75659, 24),(75659, 1),(180, 1)
32,5,0.957,0.955,(75738, 24),(75738, 1),(180, 1)
41,5,0.956,0.955,(75734, 24),(75734, 1),(180, 1)
42,5,0.956,0.955,(75733, 24),(75733, 1),(180, 1)
47,5,0.957,0.955,(75731, 24),(75731, 1),(180, 1)
51,5,0.957,0.955,(75729, 24),(75729, 1),(180, 1)
52,5,0.957,0.955,(75728, 24),(75728, 1),(180, 1)
54,5,0.958,0.955,(75727, 24),(75727, 1),(180, 1)
55,5,0.957,0.955,(75727, 24),(75727, 1),(180, 1)
57,5,0.957,0.955,(75726, 24),(75726, 1),(180, 1)
59,5,0.957,0.955,(75725, 24),(75725, 1),(180, 1)
61,5,0.957,0.955,(75724, 24),(75724, 1),(180, 1)
63,5,0.957,0.955,(75723, 24),(75723, 1),(180, 1)
64,5,0.957,0.955,(75722, 24),(75722, 1),(180, 1)
68,5,0.956,0.955,(75720, 24),(75720, 1),(180, 1)
70,5,0.957,0.955,(75719, 24),(75719, 1),(180, 1)
78,5,0.957,0.955,(75715, 24),(75715, 1),(180, 1)
83,5,0.957,0.955,(75713, 24),(75713, 1),(180, 1)
86,5,0.957,0.955,(75711, 24),(75711, 1),(180, 1)
92,5,0.957,0.955,(75708, 24),(75708, 1),(180, 1)
101,5,0.957,0.955,(75704, 24),(75704, 1),(180, 1)
107,5,0.957,0.955,(75701, 24),(75701, 1),(180, 1)
188,4,0.959,0.955,(75660, 24),(75660, 1),(180, 1)
27,5,0.956,0.954,(75741, 24),(75741, 1),(180, 1)
28,5,0.956,0.954,(75740, 24),(75740, 1),(180, 1)
34,5,0.956,0.954,(75737, 24),(75737, 1),(180, 1)
46,5,0.956,0.954,(75731, 24),(75731, 1),(180, 1)
49,5,0.956,0.954,(75730, 24),(75730, 1),(180, 1)
56,5,0.955,0.954,(75726, 24),(75726, 1),(180, 1)
62,5,0.956,0.954,(75723, 24),(75723, 1),(180, 1)
67,5,0.956,0.954,(75721, 24),(75721, 1),(180, 1)
81,5,0.956,0.954,(75714, 24),(75714, 1),(180, 1)
85,5,0.957,0.954,(75712, 24),(75712, 1),(180, 1)
90,5,0.956,0.954,(75709, 24),(75709, 1),(180, 1)
93,5,0.957,0.954,(75708, 24),(75708, 1),(180, 1)
94,5,0.956,0.954,(75707, 24),(75707, 1),(180, 1)
96,5,0.956,0.954,(75706, 24),(75706, 1),(180, 1)
99,5,0.956,0.954,(75705, 24),(75705, 1),(180, 1)
103,5,0.956,0.954,(75703, 24),(75703, 1),(180, 1)
109,5,0.956,0.954,(75700, 24),(75700, 1),(180, 1)
184,4,0.957,0.954,(75662, 24),(75662, 1),(180, 1)
198,4,0.957,0.954,(75655, 24),(75655, 1),(180, 1)
9,4,0.958,0.953,(75750, 24),(75750, 1),(180, 1)
19,5,0.955,0.953,(75745, 24),(75745, 1),(180, 1)
25,5,0.955,0.953,(75742, 24),(75742, 1),(180, 1)
29,5,0.956,0.953,(75740, 24),(75740, 1),(180, 1)
31,5,0.955,0.953,(75739, 24),(75739, 1),(180, 1)
33,5,0.955,0.953,(75738, 24),(75738, 1),(180, 1)
37,5,0.955,0.953,(75736, 24),(75736, 1),(180, 1)
53,5,0.955,0.953,(75728, 24),(75728, 1),(180, 1)
60,5,0.955,0.953,(75724, 24),(75724, 1),(180, 1)
69,5,0.955,0.953,(75720, 24),(75720, 1),(180, 1)
74,5,0.955,0.953,(75717, 24),(75717, 1),(180, 1)
76,5,0.955,0.953,(75716, 24),(75716, 1),(180, 1)
79,5,0.956,0.953,(75715, 24),(75715, 1),(180, 1)
91,5,0.955,0.953,(75709, 24),(75709, 1),(180, 1)
100,5,0.956,0.953,(75704, 24),(75704, 1),(180, 1)
105,5,0.955,0.953,(75702, 24),(75702, 1),(180, 1)
122,5,0.955,0.953,(75693, 24),(75693, 1),(180, 1)
141,5,0.954,0.953,(75684, 24),(75684, 1),(180, 1)
200,4,0.956,0.953,(75654, 24),(75654, 1),(180, 1)
20,5,0.954,0.952,(75744, 24),(75744, 1),(180, 1)
21,5,0.954,0.952,(75744, 24),(75744, 1),(180, 1)
23,5,0.954,0.952,(75743, 24),(75743, 1),(180, 1)
24,5,0.954,0.952,(75742, 24),(75742, 1),(180, 1)
26,5,0.954,0.952,(75741, 24),(75741, 1),(180, 1)
44,5,0.954,0.952,(75732, 24),(75732, 1),(180, 1)
75,5,0.953,0.952,(75717, 24),(75717, 1),(180, 1)
82,5,0.954,0.952,(75713, 24),(75713, 1),(180, 1)
84,5,0.953,0.952,(75712, 24),(75712, 1),(180, 1)
97,5,0.954,0.952,(75706, 24),(75706, 1),(180, 1)
104,5,0.954,0.952,(75702, 24),(75702, 1),(180, 1)
112,5,0.955,0.952,(75698, 24),(75698, 1),(180, 1)
113,5,0.954,0.952,(75698, 24),(75698, 1),(180, 1)
114,5,0.954,0.952,(75697, 24),(75697, 1),(180, 1)
115,5,0.954,0.952,(75697, 24),(75697, 1),(180, 1)
117,5,0.954,0.952,(75696, 24),(75696, 1),(180, 1)
120,5,0.954,0.952,(75694, 24),(75694, 1),(180, 1)
125,5,0.953,0.952,(75692, 24),(75692, 1),(180, 1)
11,4,0.956,0.951,(75749, 24),(75749, 1),(180, 1)
66,5,0.953,0.951,(75721, 24),(75721, 1),(180, 1)
71,5,0.953,0.951,(75719, 24),(75719, 1),(180, 1)
88,5,0.953,0.951,(75710, 24),(75710, 1),(180, 1)
106,5,0.953,0.951,(75701, 24),(75701, 1),(180, 1)
108,5,0.953,0.951,(75700, 24),(75700, 1),(180, 1)
111,5,0.953,0.951,(75699, 24),(75699, 1),(180, 1)
119,5,0.952,0.951,(75695, 24),(75695, 1),(180, 1)
121,5,0.953,0.951,(75694, 24),(75694, 1),(180, 1)
123,5,0.952,0.951,(75693, 24),(75693, 1),(180, 1)
145,5,0.952,0.951,(75682, 24),(75682, 1),(180, 1)
154,5,0.952,0.951,(75677, 24),(75677, 1),(180, 1)
10,4,0.955,0.95,(75749, 24),(75749, 1),(180, 1)
18,5,0.953,0.95,(75745, 24),(75745, 1),(180, 1)
22,5,0.952,0.95,(75743, 24),(75743, 1),(180, 1)
35,5,0.952,0.95,(75737, 24),(75737, 1),(180, 1)
87,5,0.953,0.95,(75711, 24),(75711, 1),(180, 1)
95,5,0.952,0.95,(75707, 24),(75707, 1),(180, 1)
98,5,0.953,0.95,(75705, 24),(75705, 1),(180, 1)
116,5,0.952,0.95,(75696, 24),(75696, 1),(180, 1)
124,5,0.953,0.95,(75692, 24),(75692, 1),(180, 1)
128,5,0.952,0.95,(75690, 24),(75690, 1),(180, 1)
132,5,0.952,0.95,(75688, 24),(75688, 1),(180, 1)
137,5,0.952,0.95,(75686, 24),(75686, 1),(180, 1)
138,5,0.952,0.95,(75685, 24),(75685, 1),(180, 1)
146,5,0.951,0.95,(75681, 24),(75681, 1),(180, 1)
178,5,0.952,0.95,(75665, 24),(75665, 1),(180, 1)
12,4,0.954,0.949,(75748, 24),(75748, 1),(180, 1)
17,5,0.952,0.949,(75746, 24),(75746, 1),(180, 1)
30,5,0.951,0.949,(75739, 24),(75739, 1),(180, 1)
36,5,0.951,0.949,(75736, 24),(75736, 1),(180, 1)
102,5,0.951,0.949,(75703, 24),(75703, 1),(180, 1)
110,5,0.952,0.949,(75699, 24),(75699, 1),(180, 1)
118,5,0.951,0.949,(75695, 24),(75695, 1),(180, 1)
126,5,0.952,0.949,(75691, 24),(75691, 1),(180, 1)
129,5,0.951,0.949,(75690, 24),(75690, 1),(180, 1)
130,5,0.951,0.949,(75689, 24),(75689, 1),(180, 1)
131,5,0.951,0.949,(75689, 24),(75689, 1),(180, 1)
134,5,0.952,0.949,(75687, 24),(75687, 1),(180, 1)
135,5,0.951,0.949,(75687, 24),(75687, 1),(180, 1)
136,5,0.951,0.949,(75686, 24),(75686, 1),(180, 1)
142,5,0.951,0.949,(75683, 24),(75683, 1),(180, 1)
156,5,0.95,0.949,(75676, 24),(75676, 1),(180, 1)
166,5,0.951,0.949,(75671, 24),(75671, 1),(180, 1)
180,5,0.951,0.949,(75664, 24),(75664, 1),(180, 1)
196,5,0.951,0.949,(75656, 24),(75656, 1),(180, 1)
7,4,0.954,0.948,(75751, 24),(75751, 1),(180, 1)
15,5,0.951,0.948,(75747, 24),(75747, 1),(180, 1)
39,6,0.949,0.948,(75735, 24),(75735, 1),(180, 1)
58,6,0.949,0.948,(75725, 24),(75725, 1),(180, 1)
65,6,0.949,0.948,(75722, 24),(75722, 1),(180, 1)
73,6,0.949,0.948,(75718, 24),(75718, 1),(180, 1)
96,5,0.95,0.948,(75706, 24),(75706, 1),(180, 1)
140,5,0.95,0.948,(75684, 24),(75684, 1),(180, 1)
143,5,0.95,0.948,(75683, 24),(75683, 1),(180, 1)
144,5,0.949,0.948,(75682, 24),(75682, 1),(180, 1)
150,5,0.95,0.948,(75679, 24),(75679, 1),(180, 1)
152,5,0.95,0.948,(75678, 24),(75678, 1),(180, 1)
158,5,0.95,0.948,(75675, 24),(75675, 1),(180, 1)
168,5,0.95,0.948,(75670, 24),(75670, 1),(180, 1)
6,4,0.953,0.947,(75751, 24),(75751, 1),(180, 1)
16,5,0.95,0.947,(75746, 24),(75746, 1),(180, 1)
38,6,0.949,0.947,(75735, 24),(75735, 1),(180, 1)
40,6,0.948,0.947,(75734, 24),(75734, 1),(180, 1)
43,6,0.948,0.947,(75733, 24),(75733, 1),(180, 1)
45,6,0.949,0.947,(75732, 24),(75732, 1),(180, 1)
48,6,0.949,0.947,(75730, 24),(75730, 1),(180, 1)
50,6,0.949,0.947,(75729, 24),(75729, 1),(180, 1)
72,6,0.948,0.947,(75718, 24),(75718, 1),(180, 1)
77,6,0.948,0.947,(75716, 24),(75716, 1),(180, 1)
89,6,0.949,0.947,(75710, 24),(75710, 1),(180, 1)
133,5,0.949,0.947,(75688, 24),(75688, 1),(180, 1)
148,5,0.95,0.947,(75680, 24),(75680, 1),(180, 1)
164,5,0.949,0.947,(75672, 24),(75672, 1),(180, 1)
186,5,0.949,0.947,(75661, 24),(75661, 1),(180, 1)
194,5,0.95,0.947,(75657, 24),(75657, 1),(180, 1)
8,4,0.951,0.946,(75750, 24),(75750, 1),(180, 1)
